source_id,split
14835,training
21177,training
21334,training
15940,training
23012,training
4124,training
7609,training
15651,training
5051,training
3373,training
13722,training
5281,training
17315,training
4324,training
3288,training
11822,training
23028,training
14418,training
14479,training
3190,training
23152,training
23414,training
8114,training
17712,training
19466,training
17560,training
14892,training
9032,training
21171,training
7719,training
1887,training
23421,training
2787,training
11262,training
19360,training
139,training
3989,training
7933,training
17830,training
2934,training
23754,training
21644,training
5731,training
5873,training
14936,training
14109,training
3054,training
11281,training
12858,training
16606,training
19333,training
19876,training
15349,training
6381,training
8686,training
1702,training
4199,training
5359,training
1897,training
12450,training
23084,training
6256,training
17475,training
11045,training
17223,training
11302,training
18022,training
9714,training
20665,training
15339,training
19863,training
20317,training
10928,training
20701,training
19244,training
17211,training
22394,training
16113,training
16482,training
9732,training
14089,training
4653,training
8733,training
12167,training
4383,training
10950,training
7531,training
9539,training
4458,training
10900,training
13133,training
10463,training
19154,training
13787,training
12998,training
17953,training
12778,training
22856,training
11201,training
4673,training
15605,training
8765,training
8889,training
18138,training
12556,training
21408,training
9935,training
9500,training
4100,training
20444,training
3014,training
10169,training
19313,training
19779,training
16289,training
14375,training
4164,training
9765,training
23966,training
5301,training
16622,training
18545,training
23782,training
19618,training
16447,training
147,training
22671,training
7093,training
22077,training
8741,training
4390,training
3297,training
11952,training
931,training
7692,training
3099,training
9772,training
16291,training
3855,training
4309,training
15230,training
2098,training
20246,training
8579,training
9511,training
8156,training
12645,training
9131,training
20220,training
21871,training
2166,training
20657,training
20315,training
11466,training
7276,training
2919,training
19317,training
20988,training
9428,training
23104,training
16794,training
20243,training
8024,training
6164,training
4623,training
9098,training
23046,training
109,training
5037,training
3625,training
13843,training
10844,training
2400,training
18086,training
20446,training
8542,training
18386,training
16043,training
20686,training
1825,training
4150,training
9291,training
5989,training
15192,training
10109,training
3157,training
104,training
24129,training
20489,training
2907,training
43,training
12708,training
8976,training
11806,training
20198,training
19918,training
6073,training
24691,training
16756,training
17725,training
12741,training
20554,training
6784,training
18877,training
20372,training
22930,training
17032,training
3896,training
1921,training
2119,training
11631,training
10986,training
20383,training
18677,training
19963,training
4843,training
22972,training
20282,training
13818,training
12676,training
4497,training
13115,training
6839,training
2968,training
20810,training
277,training
2545,training
24505,training
8539,training
8400,training
8626,training
12150,training
8845,training
22487,training
4514,training
18980,training
13305,training
4531,training
17031,training
18434,training
7922,training
3493,training
11492,training
9356,training
11983,training
12211,training
3995,training
18700,training
17589,training
24758,training
4034,training
9167,training
10945,training
9623,training
780,training
17837,training
521,training
5362,training
18468,training
10795,training
18806,training
11303,training
5515,training
14834,training
8120,training
11894,training
22415,training
10275,training
23818,training
6958,training
19951,training
11597,training
